X,Y,NUME,JUDET,JUDET AUTO,POPULATIE (in 2002),REGIUNE
26.71,44.85,Casota,Buzau,BZ,358,Sud-Est
26.5,45.47,Goidesti,Buzau,BZ,356,Sud-Est
26.42,45.25,Rusavat,Buzau,BZ,353,Sud-Est
26.38,45.28,Tega,Buzau,BZ,348,Sud-Est
26.49,45.42,Pinu,Buzau,BZ,346,Sud-Est
26.32,45.37,Chirlesti,Buzau,BZ,341,Sud-Est
26.82,45.45,Campulungeanca,Buzau,BZ,338,Sud-Est
26.49,45.33,Cozieni,Buzau,BZ,338,Sud-Est
26.48,45.09,Prosca,Buzau,BZ,336,Sud-Est
26.57,45.05,Istrita de Jos,Buzau,BZ,335,Sud-Est
26.7,45.21,Sasenii Noi,Buzau,BZ,330,Sud-Est
26.91,44.85,Lipanescu,Buzau,BZ,328,Sud-Est
26.4,45.34,Begu,Buzau,BZ,323,Sud-Est
26.69,45.42,Golu Grabicina,Buzau,BZ,322,Sud-Est
26.67,45.5,Valea Cotoarei,Buzau,BZ,320,Sud-Est
26.58,45.19,Izvoru,Buzau,BZ,319,Sud-Est
26.53,45.4,Lacu,Buzau,BZ,318,Sud-Est
26.61,45.38,Negosina,Buzau,BZ,316,Sud-Est
27.01,45.07,Posta,Buzau,BZ,316,Sud-Est
26.38,45.36,Valea Sibiciului,Buzau,BZ,312,Sud-Est
26.56,44.92,Lacu Sinaia,Buzau,BZ,311,Sud-Est
27.22,44.92,Sergent Ionel Stefan,Buzau,BZ,309,Sud-Est
26.8,45.07,Gomoesti,Buzau,BZ,302,Sud-Est
26.3,45.38,Curmatura,Buzau,BZ,301,Sud-Est
26.43,45.29,Muscel,Buzau,BZ,300,Sud-Est
26.71,45.54,Bisoca,Buzau,BZ,297,Sud-Est
26.77,45.36,Carpinistea,Buzau,BZ,289,Sud-Est
26.7,45.33,Paclele,Buzau,BZ,289,Sud-Est
27.04,45.06,Manzu,Buzau,BZ,287,Sud-Est
26.7,45.4,Balta Tocila,Buzau,BZ,285,Sud-Est
26.34,45.47,Vinetisu,Buzau,BZ,285,Sud-Est
26.71,45.38,Beciu,Buzau,BZ,283,Sud-Est
26.67,45.38,Gura Vaii,Buzau,BZ,279,Sud-Est
26.59,45.41,Suchea,Buzau,BZ,277,Sud-Est
26.72,44.99,Cioranca,Buzau,BZ,274,Sud-Est
26.8,45.48,Goicelu,Buzau,BZ,273,Sud-Est
26.66,45.54,Lopatareasa,Buzau,BZ,273,Sud-Est
26.52,45.41,Valea Fantanei,Buzau,BZ,272,Sud-Est
26.73,45.55,Baltagari,Buzau,BZ,267,Sud-Est
26.47,45.36,Cocarceni,Buzau,BZ,266,Sud-Est
26.84,45.43,Margaritesti,Buzau,BZ,266,Sud-Est
26.67,45.16,Valea Putului Merei,Buzau,BZ,258,Sud-Est
26.91,45.36,Budrea,Buzau,BZ,257,Sud-Est
26.67,44.93,Coltaneni,Buzau,BZ,257,Sud-Est
26.59,45.1,Clondiru de Sus,Buzau,BZ,255,Sud-Est
26.94,45.51,Danulesti,Buzau,BZ,255,Sud-Est
26.69,45.23,Carlomanesti,Buzau,BZ,253,Sud-Est
26.7,45.46,Coca-Antimiresti,Buzau,BZ,253,Sud-Est
26.39,45.31,Plaisor,Buzau,BZ,253,Sud-Est
26.48,45.34,Tulburea,Buzau,BZ,253,Sud-Est
26.66,45.48,Satu Vechi,Buzau,BZ,248,Sud-Est
26.64,45.12,Gura Saratii,Buzau,BZ,244,Sud-Est
26.84,44.82,Satu Nou,Buzau,BZ,244,Sud-Est
26.61,45.4,Canesti,Buzau,BZ,243,Sud-Est
26.52,45.47,Fundata,Buzau,BZ,243,Sud-Est
26.61,45.5,Trestioara,Buzau,BZ,242,Sud-Est
26.78,45.47,Valea Stanei,Buzau,BZ,237,Sud-Est
26.26,45.27,Slobozia,Buzau,BZ,234,Sud-Est
26.93,45.21,Gara Bobocu,Buzau,BZ,233,Sud-Est
26.71,45.56,Sindrila,Buzau,BZ,233,Sud-Est
26.63,44.97,Campeni,Buzau,BZ,232,Sud-Est
26.52,45.33,Trestia,Buzau,BZ,232,Sud-Est
27.14,45.05,Balhacu,Buzau,BZ,231,Sud-Est
26.58,45.23,Izvoranu,Buzau,BZ,228,Sud-Est
27.15,45.39,Fotin,Buzau,BZ,227,Sud-Est
26.58,45.11,Pietroasa Mica,Buzau,BZ,226,Sud-Est
26.43,45.38,Muscelu Caramanesti,Buzau,BZ,223,Sud-Est
26.63,45.52,Gura Badicului,Buzau,BZ,220,Sud-Est
26.23,45.26,Zeletin,Buzau,BZ,218,Sud-Est
26.6,45.11,Dara,Buzau,BZ,217,Sud-Est
26.64,44.96,Lunca,Buzau,BZ,215,Sud-Est
26.58,45.18,Leiculesti,Buzau,BZ,211,Sud-Est
26.2,45.38,Plescioara,Buzau,BZ,210,Sud-Est
26.38,45.3,Zaharesti,Buzau,BZ,206,Sud-Est
26.88,45.45,Pardosi,Buzau,BZ,204,Sud-Est
26.32,45.33,Fundaturile,Buzau,BZ,203,Sud-Est
26.54,45.38,Piatra Alba,Buzau,BZ,202,Sud-Est
26.57,45.3,Runcu,Buzau,BZ,201,Sud-Est
26.48,45.37,Izvoarele,Buzau,BZ,198,Sud-Est
26.63,45.45,Glodu-Petcari,Buzau,BZ,197,Sud-Est
26.6,45.45,Chiliile,Buzau,BZ,192,Sud-Est
26.62,45.53,Ciresu,Buzau,BZ,190,Sud-Est
26.42,45.33,Lacu cu Anini,Buzau,BZ,186,Sud-Est
26.69,45.22,Sasenii Vechi,Buzau,BZ,186,Sud-Est
26.58,44.94,Scorteanca,Buzau,BZ,186,Sud-Est
26.6,45.36,Dalma,Buzau,BZ,183,Sud-Est
26.51,45.11,Varf,Buzau,BZ,183,Sud-Est
26.47,45.35,Bercesti,Buzau,BZ,182,Sud-Est
26.86,45.46,Costomiru,Buzau,BZ,182,Sud-Est
26.69,45.44,Coca-Niculesti,Buzau,BZ,180,Sud-Est
26.59,45.34,Baceni,Buzau,BZ,179,Sud-Est
26.63,45.4,Valea Verzei,Buzau,BZ,179,Sud-Est
26.42,45.41,Alunis,Buzau,BZ,178,Sud-Est
26.92,45.39,Livada Mica,Buzau,BZ,178,Sud-Est
26.41,45.29,Maguricea,Buzau,BZ,177,Sud-Est
26.6,45.23,Barbuncesti,Buzau,BZ,175,Sud-Est
26.38,45.26,Rapile,Buzau,BZ,175,Sud-Est
26.5,45.11,Fantanele,Buzau,BZ,173,Sud-Est
26.77,44.84,Carligu Mic,Buzau,BZ,172,Sud-Est
26.52,45.31,Curcanesti,Buzau,BZ,171,Sud-Est
26.7,45.16,Ciobanoaia,Buzau,BZ,168,Sud-Est
26.64,45.52,Jghiab,Buzau,BZ,168,Sud-Est
26.55,45.1,Badeni,Buzau,BZ,166,Sud-Est
26.59,45.5,Brebu,Buzau,BZ,165,Sud-Est
26.29,45.24,Frasinet,Buzau,BZ,165,Sud-Est
26.62,45.3,Cojanu,Buzau,BZ,164,Sud-Est
26.58,45.45,Crevelesti,Buzau,BZ,161,Sud-Est
26.51,45.34,Valea Banului,Buzau,BZ,158,Sud-Est
26.62,45.52,Bustea,Buzau,BZ,157,Sud-Est
26.57,45.43,Trestioara,Buzau,BZ,156,Sud-Est
26.83,45.01,Balaia,Buzau,BZ,153,Sud-Est
26.35,45.41,Stanila,Buzau,BZ,153,Sud-Est
27.18,44.97,Scarlatesti,Buzau,BZ,151,Sud-Est
26.47,45.41,Gavanele,Buzau,BZ,150,Sud-Est
26.94,45.48,Gura Fagetului,Buzau,BZ,149,Sud-Est
26.71,45.41,Deleni,Buzau,BZ,148,Sud-Est
26.49,45.32,Teisu,Buzau,BZ,146,Sud-Est
26.76,45.46,Caratnau de Jos,Buzau,BZ,141,Sud-Est
26.48,45.31,Pietraru,Buzau,BZ,141,Sud-Est
27.28,45.21,Stavarasti,Buzau,BZ,138,Sud-Est
26.83,45.47,Valea Salciei-Catun,Buzau,BZ,136,Sud-Est
27.18,45.38,Lunca,Buzau,BZ,131,Sud-Est
26.49,45.43,Ruginoasa,Buzau,BZ,129,Sud-Est
26.64,45.31,Manastirea Ratesti,Buzau,BZ,127,Sud-Est
26.66,45.53,Plavatu,Buzau,BZ,125,Sud-Est
26.62,45.42,Pacurile,Buzau,BZ,124,Sud-Est
26.53,45.32,Parjolesti,Buzau,BZ,122,Sud-Est
26.65,45.46,Valea Ursului,Buzau,BZ,121,Sud-Est
26.87,45.46,Valea lui Lalu,Buzau,BZ,120,Sud-Est
26.53,45.3,Tocileni,Buzau,BZ,118,Sud-Est
26.52,45.33,Izvoru,Buzau,BZ,117,Sud-Est
26.54,45.49,Pestritu,Buzau,BZ,116,Sud-Est
26.57,45.46,Varteju,Buzau,BZ,116,Sud-Est
26.45,45.42,Nucu,Buzau,BZ,115,Sud-Est
26.63,45.51,Poiana Valcului,Buzau,BZ,114,Sud-Est
26.53,45.46,Potecu,Buzau,BZ,114,Sud-Est
26.67,45.43,Grabicina de Sus,Buzau,BZ,111,Sud-Est
26.83,45.08,Odaia Banului,Buzau,BZ,110,Sud-Est
26.47,45.4,Fisici,Buzau,BZ,109,Sud-Est
26.33,45.3,Manastirea,Buzau,BZ,108,Sud-Est
26.45,45.31,Punga,Buzau,BZ,107,Sud-Est
26.66,45.5,Ghizdita,Buzau,BZ,106,Sud-Est
27,45.44,Tabacari,Buzau,BZ,106,Sud-Est
26.29,45.33,Calea Chiojdului,Buzau,BZ,103,Sud-Est
26.71,44.86,Corbu,Buzau,BZ,103,Sud-Est
26.48,45.53,Vadu Oii,Buzau,BZ,103,Sud-Est
26.88,45.51,Valea Larga,Buzau,BZ,103,Sud-Est
26.9,45.44,Chiperu,Buzau,BZ,100,Sud-Est
26.51,45.61,Secuiu,Buzau,BZ,100,Sud-Est
26.97,45.4,Zaplazi,Buzau,BZ,100,Sud-Est
26.48,45.35,Anini,Buzau,BZ,99,Sud-Est
26.54,45.33,Glodurile,Buzau,BZ,99,Sud-Est
27.18,45.39,Plopi,Buzau,BZ,98,Sud-Est
26.73,45.47,Bodinesti,Buzau,BZ,97,Sud-Est
26.57,45.4,Scorosesti,Buzau,BZ,97,Sud-Est
26.47,45.37,Ulmet,Buzau,BZ,95,Sud-Est
26.79,45.46,Caratnau de Sus,Buzau,BZ,92,Sud-Est
26.62,45.48,Sareni,Buzau,BZ,91,Sud-Est
26.94,45.48,Ceairu,Buzau,BZ,87,Sud-Est
26.88,45.41,Batogu,Buzau,BZ,86,Sud-Est
26.76,45.29,Caldarusa,Buzau,BZ,86,Sud-Est
26.55,45.45,Budesti,Buzau,BZ,84,Sud-Est
26.45,45.39,Scaeni,Buzau,BZ,84,Sud-Est
26.9,45.42,Valea Ratei,Buzau,BZ,84,Sud-Est
26.51,45.32,Ciocanesti,Buzau,BZ,83,Sud-Est
26.62,45.12,Dobrilesti,Buzau,BZ,82,Sud-Est
26.54,45.4,Odaile,Buzau,BZ,80,Sud-Est
26.79,45.32,Baesti,Buzau,BZ,78,Sud-Est
26.21,45.52,Gura Siriului,Buzau,BZ,77,Sud-Est
27.02,45.18,Tarlele,Buzau,BZ,76,Sud-Est
26.75,45.07,Grosani,Buzau,BZ,75,Sud-Est
26.63,45.44,Poiana Pletari,Buzau,BZ,73,Sud-Est
26.49,45.42,Parscovelu,Buzau,BZ,71,Sud-Est
26.53,45.32,Colteni,Buzau,BZ,69,Sud-Est
26.68,45.19,Sasenii pe Vale,Buzau,BZ,69,Sud-Est
26.61,45.19,Salcia,Buzau,BZ,65,Sud-Est
26.6,45.46,Ghiocari,Buzau,BZ,63,Sud-Est
26.85,45.52,Spidele,Buzau,BZ,62,Sud-Est
26.46,45.39,Vavalucile,Buzau,BZ,62,Sud-Est
26.54,45.37,Valea Stefanului,Buzau,BZ,61,Sud-Est
26.53,45.39,Capu Satului,Buzau,BZ,60,Sud-Est
26.5,45.32,Lungesti,Buzau,BZ,59,Sud-Est
26.53,45.37,Posobesti,Buzau,BZ,59,Sud-Est
26.62,45.33,Viforata,Buzau,BZ,59,Sud-Est
26.76,45.28,Vladeni,Buzau,BZ,58,Sud-Est
26.58,45.34,Tarcov,Buzau,BZ,57,Sud-Est
26.57,45.33,Trestieni,Buzau,BZ,52,Sud-Est
26.54,45.36,Corneanu,Buzau,BZ,50,Sud-Est
26.48,45.31,Nistoresti,Buzau,BZ,50,Sud-Est
26.6,45.39,Gontesti,Buzau,BZ,45,Sud-Est
26.52,45.37,Zapodia,Buzau,BZ,43,Sud-Est
26.33,45.31,Stroesti,Buzau,BZ,41,Sud-Est
26.59,45.12,Caltesti,Buzau,BZ,40,Sud-Est
26.38,45.35,Gornet,Buzau,BZ,40,Sud-Est
26.74,45.5,Smeesti,Buzau,BZ,35,Sud-Est
26.47,45.31,Valea Roatei,Buzau,BZ,32,Sud-Est
26.55,45.31,Valea Purcarului,Buzau,BZ,28,Sud-Est
26.44,45.39,Buduile,Buzau,BZ,27,Sud-Est
26.67,45.18,Nenciu,Buzau,BZ,27,Sud-Est
26.61,45.32,Tatarligu,Buzau,BZ,23,Sud-Est
27.08,45.1,Movilita,Buzau,BZ,22,Sud-Est
26.78,45.5,Sarile-Catun,Buzau,BZ,20,Sud-Est
26.74,45.4,Arbanasi,Buzau,BZ,18,Sud-Est
26.55,45.37,Gorani,Buzau,BZ,17,Sud-Est
26.59,45.32,Olesesti,Buzau,BZ,16,Sud-Est
26.89,45.44,Valea Schiopului,Buzau,BZ,15,Sud-Est
26.48,45.36,Fata lui Nan,Buzau,BZ,13,Sud-Est
26.49,45.37,Gresia,Buzau,BZ,7,Sud-Est
26.76,45.18,Bradeanca,Buzau,BZ,0,Sud-Est
26.93,45.31,Comisoaia,Buzau,BZ,0,Sud-Est
26.65,45.28,Ojasca,Buzau,BZ,,Sud-Est
27.12,44.91,Tatulesti,Buzau,BZ,0,Sud-Est
27.34,44.2,Calarasi,Calarasi,CL,76952,Sud - Muntenia
26.64,44.09,Oltenita,Calarasi,CL,31821,Sud - Muntenia
27.72,44.32,Borcea,Calarasi,CL,9982,Sud - Muntenia
26.58,44.11,Chirnogi,Calarasi,CL,8234,Sud - Muntenia
27.39,44.2,Modelu,Calarasi,CL,7839,Sud - Muntenia
27.33,44.43,Dragalina,Calarasi,CL,6317,Sud - Muntenia
26.52,44.46,Fundulea,Calarasi,CL,5928,Sud - Muntenia
27.45,44.21,Roseti,Calarasi,CL,5866,Sud - Muntenia
26.73,44.15,Ulmeni,Calarasi,CL,5542,Sud - Muntenia
26.35,44.38,Fundeni,Calarasi,CL,5481,Sud - Muntenia
27.07,44.2,Ciocanesti,Calarasi,CL,5232,Sud - Muntenia
26.52,44.19,Radovanu,Calarasi,CL,5115,Sud - Muntenia
26.59,44.2,Curcani,Calarasi,CL,5072,Sud - Muntenia
27.55,44.44,Perisoru,Calarasi,CL,4516,Sud - Muntenia
26.47,44.24,Budesti,Calarasi,CL,4386,Sud - Muntenia
26.9,44.21,Manastirea,Calarasi,CL,3964,Sud - Muntenia
26.86,44.44,Lehliu-Gara,Calarasi,CL,3864,Sud - Muntenia
26.86,44.17,Chiselet,Calarasi,CL,3695,Sud - Muntenia
26.93,44.44,Dor Marunt,Calarasi,CL,3638,Sud - Muntenia
26.45,44.29,Vasilati,Calarasi,CL,3529,Sud - Muntenia
26.42,44.32,Galbinasi,Calarasi,CL,3180,Sud - Muntenia
27.64,44.43,Stefan cel Mare,Calarasi,CL,3095,Sud - Muntenia
26.59,44.27,Nana,Calarasi,CL,2753,Sud - Muntenia
26.44,44.19,Crivat,Calarasi,CL,2747,Sud - Muntenia
27.33,44.33,Stefan Voda,Calarasi,CL,2631,Sud - Muntenia
27.6,44.26,Unirea,Calarasi,CL,2618,Sud - Muntenia
27.16,44.28,Independenta,Calarasi,CL,2468,Sud - Muntenia
26.63,44.18,Valea Rosie,Calarasi,CL,2456,Sud - Muntenia
27.16,44.44,Dragos Voda,Calarasi,CL,2397,Sud - Muntenia
26.47,44.13,Cascioarele,Calarasi,CL,2394,Sud - Muntenia
26.81,44.14,Stancea,Calarasi,CL,2383,Sud - Muntenia
26.52,44.22,Soldanu,Calarasi,CL,2376,Sud - Muntenia
26.5,44.33,Sohatu,Calarasi,CL,2279,Sud - Muntenia
27.63,44.29,Jegalia,Calarasi,CL,2253,Sud - Muntenia
26.32,44.3,Frumusani,Calarasi,CL,2207,Sud - Muntenia
27.21,44.23,Gradistea,Calarasi,CL,2157,Sud - Muntenia
26.88,44.42,Razvani,Calarasi,CL,2153,Sud - Muntenia
27.27,44.27,Cuza Voda,Calarasi,CL,1968,Sud - Muntenia
26.82,44.48,Lehliu,Calarasi,CL,1913,Sud - Muntenia
26.61,44.17,Mitreni,Calarasi,CL,1872,Sud - Muntenia
26.36,44.35,Plataresti,Calarasi,CL,1835,Sud - Muntenia
26.66,44.44,Sarulesti-Gara,Calarasi,CL,1797,Sud - Muntenia
26.59,44.23,Luica,Calarasi,CL,1755,Sud - Muntenia
26.95,44.22,Dorobantu,Calarasi,CL,1743,Sud - Muntenia
27.1,44.34,Vlad Tepes,Calarasi,CL,1718,Sud - Muntenia
27.41,44.21,Tonea,Calarasi,CL,1683,Sud - Muntenia
27.67,44.31,Galdau,Calarasi,CL,1665,Sud - Muntenia
26.46,44.36,Progresu,Calarasi,CL,1584,Sud - Muntenia
26.79,44.35,Valea Argovei,Calarasi,CL,1578,Sud - Muntenia
27.25,44.27,Ceacu,Calarasi,CL,1469,Sud - Muntenia
27.08,44.29,Nicolae Balcescu,Calarasi,CL,1440,Sud - Muntenia
27.15,44.39,Valcelele,Calarasi,CL,1434,Sud - Muntenia
27.38,44.42,Drajna Noua,Calarasi,CL,1422,Sud - Muntenia
26.93,44.39,Radu Voda,Calarasi,CL,1367,Sud - Muntenia
26.97,44.21,Varasti,Calarasi,CL,1289,Sud - Muntenia
26.39,44.35,Dorobantu,Calarasi,CL,1275,Sud - Muntenia
26.79,44.12,Spantov,Calarasi,CL,1271,Sud - Muntenia
27.15,44.21,Rasa,Calarasi,CL,1269,Sud - Muntenia
26.5,44.27,Aprozi,Calarasi,CL,1264,Sud - Muntenia
26.88,44.25,Coconi,Calarasi,CL,1188,Sud - Muntenia
27.05,44.44,Dalga-Gara,Calarasi,CL,1179,Sud - Muntenia
27.09,44.27,Alexandru Odobescu,Calarasi,CL,1178,Sud - Muntenia
27.62,44.29,Iezeru,Calarasi,CL,1137,Sud - Muntenia
26.85,44.26,Sultana,Calarasi,CL,1137,Sud - Muntenia
27.41,44.48,Constantin Brancoveanu,Calarasi,CL,1103,Sud - Muntenia
26.84,44.5,Sapunari,Calarasi,CL,1082,Sud - Muntenia
26.5,44.23,Negoesti,Calarasi,CL,1060,Sud - Muntenia
26.75,44.45,Nicolae Balcescu,Calarasi,CL,1059,Sud - Muntenia
26.57,44.47,Tamadau Mare,Calarasi,CL,1050,Sud - Muntenia
27.13,44.26,Potcoava,Calarasi,CL,1045,Sud - Muntenia
27.07,44.35,Mihai Viteazu,Calarasi,CL,1025,Sud - Muntenia
26.92,44.26,Ulmu,Calarasi,CL,1023,Sud - Muntenia
26.67,44.51,Ileana,Calarasi,CL,1010,Sud - Muntenia
27.18,44.22,Cunesti,Calarasi,CL,986,Sud - Muntenia
26.43,44.49,Belciugatele,Calarasi,CL,961,Sud - Muntenia
27.07,44.44,Dalga,Calarasi,CL,937,Sud - Muntenia
26.42,44.23,Gruiu,Calarasi,CL,932,Sud - Muntenia
26.77,44.13,Cetatea Veche,Calarasi,CL,875,Sud - Muntenia
27.5,44.22,Coslogeni,Calarasi,CL,875,Sud - Muntenia
26.33,44.28,Pasarea,Calarasi,CL,859,Sud - Muntenia
26.76,44.37,Silistea,Calarasi,CL,837,Sud - Muntenia
26.3,44.32,Padurisu,Calarasi,CL,820,Sud - Muntenia
26.55,44.16,Valea Popii,Calarasi,CL,818,Sud - Muntenia
26.99,44.36,Plevna,Calarasi,CL,801,Sud - Muntenia
26.5,44.5,Gostilele,Calarasi,CL,800,Sud - Muntenia
26.9,44.39,Nucetu,Calarasi,CL,796,Sud - Muntenia
27.29,44.27,Calarasii Vechi,Calarasi,CL,773,Sud - Muntenia
26.6,44.14,Clatesti,Calarasi,CL,765,Sud - Muntenia
27.46,44.44,Tudor Vladimirescu,Calarasi,CL,752,Sud - Muntenia
27.11,44.21,Bogata,Calarasi,CL,735,Sud - Muntenia
26.42,44.25,Buciumeni,Calarasi,CL,715,Sud - Muntenia
27.18,44.36,Floroaica,Calarasi,CL,711,Sud - Muntenia
26.91,44.39,Lupsanu,Calarasi,CL,704,Sud - Muntenia
26.39,44.33,Cucuieti,Calarasi,CL,686,Sud - Muntenia
26.62,44.25,Valea Stanii,Calarasi,CL,673,Sud - Muntenia
26.64,44.49,Florica,Calarasi,CL,663,Sud - Muntenia
26.74,44.51,Stefanesti,Calarasi,CL,637,Sud - Muntenia
26.69,44.38,Gurbanesti,Calarasi,CL,636,Sud - Muntenia
26.65,44.41,Sarulesti,Calarasi,CL,634,Sud - Muntenia
26.67,44.57,Artari,Calarasi,CL,629,Sud - Muntenia
27.19,44.3,Visinii,Calarasi,CL,622,Sud - Muntenia
26.81,44.41,Buzoeni,Calarasi,CL,605,Sud - Muntenia
26.9,44.29,Faurei,Calarasi,CL,597,Sud - Muntenia
26.48,44.53,Mariuta,Calarasi,CL,583,Sud - Muntenia
26.81,44.3,Luptatori,Calarasi,CL,581,Sud - Muntenia
26.28,44.33,Postavari,Calarasi,CL,578,Sud - Muntenia
27.55,44.23,Satnoeni,Calarasi,CL,574,Sud - Muntenia
26.63,44.42,Sandulita,Calarasi,CL,564,Sud - Muntenia
26.93,44.24,Bosneagu,Calarasi,CL,540,Sud - Muntenia
26.7,44.38,Cotofanca,Calarasi,CL,526,Sud - Muntenia
26.58,44.45,Plumbuita,Calarasi,CL,526,Sud - Muntenia
26.38,44.34,Podu Pitarului,Calarasi,CL,501,Sud - Muntenia
27.57,44.24,Oltina,Calarasi,CL,496,Sud - Muntenia
27.54,44.23,Dichiseni,Calarasi,CL,481,Sud - Muntenia
26.73,44.43,Fantana Doamnei,Calarasi,CL,451,Sud - Muntenia
26.9,44.46,Ogoru,Calarasi,CL,440,Sud - Muntenia
26.4,44.3,Popesti,Calarasi,CL,440,Sud - Muntenia
27.11,44.26,Galatui,Calarasi,CL,438,Sud - Muntenia
26.99,44.41,Infratirea,Calarasi,CL,437,Sud - Muntenia
26.83,44.34,Danesti,Calarasi,CL,433,Sud - Muntenia
26.42,44.28,Nuci,Calarasi,CL,432,Sud - Muntenia
26.82,44.32,Frasinet,Calarasi,CL,418,Sud - Muntenia
26.82,44.31,Frasinetu de Jos,Calarasi,CL,406,Sud - Muntenia
26.44,44.49,Candeasca,Calarasi,CL,396,Sud - Muntenia
26.61,44.48,Calareti,Calarasi,CL,395,Sud - Muntenia
27.16,44.48,Socoalele,Calarasi,CL,363,Sud - Muntenia
26.72,44.35,Valea Presnei,Calarasi,CL,354,Sud - Muntenia
27.5,44.42,Marculesti-Gara,Calarasi,CL,338,Sud - Muntenia
26.28,44.32,Orasti,Calarasi,CL,332,Sud - Muntenia
26.75,44.52,Satu Nou,Calarasi,CL,319,Sud - Muntenia
26.8,44.35,Vladiceasca,Calarasi,CL,317,Sud - Muntenia
26.4,44.5,Cojesti,Calarasi,CL,313,Sud - Muntenia
27.14,44.43,Bogdana,Calarasi,CL,302,Sud - Muntenia
26.56,44.38,Solacolu,Calarasi,CL,295,Sud - Muntenia
26.58,44.44,Seinoiu,Calarasi,CL,286,Sud - Muntenia
26.67,44.59,Vlaiculesti,Calarasi,CL,271,Sud - Muntenia
26.67,44.39,Preasna,Calarasi,CL,253,Sud - Muntenia
26.92,44.27,Chirnogi,Calarasi,CL,202,Sud - Muntenia
26.94,44.32,Zimbru,Calarasi,CL,201,Sud - Muntenia
26.64,44.49,Podari,Calarasi,CL,190,Sud - Muntenia
27.01,44.46,Pelinu,Calarasi,CL,167,Sud - Muntenia
26.84,44.28,Curatesti,Calarasi,CL,156,Sud - Muntenia
26.57,44.46,Tamadau Mic,Calarasi,CL,152,Sud - Muntenia
26.68,44.52,Razoarele,Calarasi,CL,150,Sud - Muntenia
26.54,44.47,Darvari,Calarasi,CL,131,Sud - Muntenia
26.61,44.44,Polcesti,Calarasi,CL,123,Sud - Muntenia
26.79,44.46,Paicu,Calarasi,CL,109,Sud - Muntenia
26.34,44.36,Pitigaia,Calarasi,CL,97,Sud - Muntenia
26.59,44.44,Sacele,Calarasi,CL,97,Sud - Muntenia
26.63,44.41,Magureni,Calarasi,CL,75,Sud - Muntenia
26.56,44.21,Salcioara,Calarasi,CL,74,Sud - Muntenia
26.79,44.33,Ostrovu,Calarasi,CL,69,Sud - Muntenia
27.01,44.37,Valea Rusului,Calarasi,CL,51,Sud - Muntenia
26.83,44.3,Tariceni,Calarasi,CL,43,Sud - Muntenia
26.46,44.55,Mataraua,Calarasi,CL,40,Sud - Muntenia
26.76,44.54,Rasurile,Calarasi,CL,31,Sud - Muntenia
26.59,44.38,Satucu,Calarasi,CL,26,Sud - Muntenia
26.48,44.43,Alexandru I. Cuza,Calarasi,CL,0,Sud - Muntenia
26.65,44.39,Codreni,Calarasi,CL,0,Sud - Muntenia
27.5,44.27,Libertatea,Calarasi,CL,0,Sud - Muntenia
26.77,44.34,Lunca,Calarasi,CL,0,Sud - Muntenia
26.72,44.36,Preasna Veche,Calarasi,CL,0,Sud - Muntenia
27.38,44.26,Radu Negru,Calarasi,CL,0,Sud - Muntenia
27.36,44.27,Stoenesti,Calarasi,CL,0,Sud - Muntenia
26.9,44.41,Valea Seaca,Calarasi,CL,0,Sud - Muntenia
21.9,45.29,Resita,Caras-Severin,CS,92516,Vest
22.22,45.41,Caransebes,Caras-Severin,CS,31389,Vest
21.71,45.38,Bocsa,Caras-Severin,CS,19152,Vest
21.7,45.03,Oravita,Caras-Severin,CS,12355,Vest
22.36,45.52,Otelu Rosu,Caras-Severin,CS,11799,Vest
21.62,44.72,Moldova Veche,Caras-Severin,CS,11793,Vest
21.85,45.09,Anina,Caras-Severin,CS,7705,Vest
22.43,44.89,Baile Herculane,Caras-Severin,CS,5698,Vest
21.67,44.74,Moldova Noua,Caras-Severin,CS,4030,Vest
21.85,45.06,Steierdorf,Caras-Severin,CS,3624,Vest
22.29,45.15,Teregova,Caras-Severin,CS,3464,Vest
22.37,44.91,Mehadia,Caras-Severin,CS,2834,Vest
22.4,44.8,Toplet,Caras-Severin,CS,2716,Vest
22,44.93,Bozovici,Caras-Severin,CS,2668,Vest
21.86,45.2,Carasova,Caras-Severin,CS,2629,Vest
21.63,45.43,Berzovia,Caras-Severin,CS,2327,Vest
21.75,45.27,Dognecea,Caras-Severin,CS,2121,Vest
22,45.34,Tarnova,Caras-Severin,CS,2089,Vest
22.24,45.08,Verendin,Caras-Severin,CS,2016,Vest
22.28,45.26,Slatina-Timis,Caras-Severin,CS,1977,Vest
22.1,44.88,Eftimie Murgu,Caras-Severin,CS,1970,Vest
22.32,45.49,Glimboca,Caras-Severin,CS,1931,Vest
22.46,45.57,Rusca Montana,Caras-Severin,CS,1820,Vest
21.63,44.99,Racasdia,Caras-Severin,CS,1819,Vest
22.26,45.48,Obreja,Caras-Severin,CS,1774,Vest
21.5,45.41,Maureni,Caras-Severin,CS,1692,Vest
21.86,45.34,Calnic,Caras-Severin,CS,1687,Vest
22.56,45.52,Bautar,Caras-Severin,CS,1667,Vest
21.95,44.65,Berzasca,Caras-Severin,CS,1619,Vest
22.34,45.39,Turnu Ruieni,Caras-Severin,CS,1599,Vest
22.35,45.37,Borlova,Caras-Severin,CS,1542,Vest
22.31,45.21,Armenis,Caras-Severin,CS,1519,Vest
21.85,44.7,Sichevita,Caras-Severin,CS,1516,Vest
